Date/Time,Electricity:Facility [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Total:Electricity(kW)
 03/17  15:00:00,0.845385132,0.109697725,0.109697725,0.109697725,0.064900553,0.014140175,0.299663708,0.33987097,1.893053713
 03/17  16:00:00,0.8857663,0.110475068,0.110475068,0.110475068,0.07488525,0.016315588,0.308214938,0.358763456,1.975370736
 03/17  17:00:00,1.0587032,0.122727134,0.122727134,0.122727134,0.114824045,0.025017234,0.354668497,0.42435429,2.345748668
 03/17  18:00:00,1.414634934,0.163352355,0.163352355,0.163352355,0.229648089,0.050034467,0.438965379,0.515522643,3.138862577
 03/17  19:00:00,1.690350311,0.144934465,0.144934465,0.144934465,0.444319183,0.096805829,0.397476839,0.559701994,3.623457551
 03/17  20:00:00,1.879811426,0.154019132,0.154019132,0.154019132,0.663982526,0.144664875,0.322310374,0.577722519,4.050549116
 03/17  21:00:00,1.934342648,0.164219971,0.164219971,0.164219971,0.713906009,0.15554193,0.285978888,0.59758385,4.180013238
 03/17  22:00:00,1.792959463,0.192897997,0.192897997,0.192897997,0.599081964,0.130524696,0.26971033,0.583632476,3.95460292
 03/17  23:00:00,1.499100647,0.211781158,0.211781158,0.211781158,0.449311515,0.097893531,0.21794333,0.505059113,3.40465161
 03/17  24:00:00,1.218300849,0.231478984,0.231478984,0.231478984,0.314518061,0.068525472,0.147779361,0.438886971,2.882447666
 03/18  01:00:00,0.922868426,0.243315189,0.243315189,0.243315189,0.159755196,0.034806587,0.104853079,0.363026376,2.315255231
 03/18  02:00:00,0.816793194,0.262092417,0.262092417,0.262092417,0.094854635,0.020666408,0.087816067,0.334251667,2.140659222
 03/18  03:00:00,0.775026771,0.274302453,0.274302453,0.274302453,0.064900553,0.014140175,0.074195304,0.330376285,2.081546447
 03/18  04:00:00,0.768484127,0.281128062,0.281128062,0.281128062,0.064900553,0.014140175,0.065477509,0.325725827,2.082112377
 03/18  05:00:00,0.780444477,0.294246945,0.294246945,0.294246945,0.064900553,0.014140175,0.076623313,0.313421491,2.132270844
 03/18  06:00:00,0.84983905,0.307488124,0.307488124,0.307488124,0.069892901,0.015227882,0.090364948,0.349753194,2.297542347
 03/18  07:00:00,1.028724924,0.324672932,0.324672932,0.324672932,0.109831713,0.023929532,0.149073327,0.404105421,2.689683713
 03/18  08:00:00,1.234878291,0.300919881,0.300919881,0.300919881,0.194701684,0.042420536,0.235331903,0.429392286,3.039484343
 03/18  09:00:00,1.167717128,0.291441509,0.291441509,0.291441509,0.154762864,0.033718885,0.307655494,0.363026376,2.901205274
 03/18  10:00:00,1.066196572,0.261371243,0.261371243,0.261371243,0.079877598,0.017403293,0.381467636,0.308964802,2.63802363
 03/18  11:00:00,1.086555327,0.271613995,0.271613995,0.271613995,0.064900553,0.014140175,0.402557461,0.316231142,2.699226643
 03/18  12:00:00,1.048102599,0.216277564,0.216277564,0.216277564,0.064900553,0.014140175,0.41934428,0.316328027,2.511648326
 03/18  13:00:00,0.995405896,0.183245988,0.183245988,0.183245988,0.064900553,0.014140175,0.405007803,0.310999377,2.340191768
 03/18  14:00:00,0.947973125,0.161735744,0.161735744,0.161735744,0.064900553,0.014140175,0.368331092,0.321753561,2.202305738
 03/18  15:00:00,0.915555817,0.140742839,0.140742839,0.140742839,0.064900553,0.014140175,0.33878928,0.33987097,2.095485312
 03/18  16:00:00,0.946984127,0.134633922,0.134633922,0.134633922,0.07488525,0.016315588,0.345273911,0.358763456,2.146124098
 03/18  17:00:00,1.116849082,0.144955097,0.144955097,0.144955097,0.114824045,0.025017234,0.390586416,0.42435429,2.506496358
 03/18  18:00:00,1.470930109,0.1842956,0.1842956,0.1842956,0.229648089,0.050034467,0.474317309,0.515522643,3.293339417
 03/18  19:00:00,1.740879265,0.161153103,0.161153103,0.161153103,0.444319183,0.096805829,0.431787155,0.559701994,3.756952735
 03/18  20:00:00,1.922561496,0.162524448,0.162524448,0.162524448,0.663982526,0.144664875,0.356555129,0.577722519,4.153059889
 03/18  21:00:00,1.975818356,0.170840309,0.170840309,0.170840309,0.713906009,0.15554193,0.320834258,0.59758385,4.27620533
 03/18  22:00:00,1.814575025,0.178906701,0.178906701,0.178906701,0.599081964,0.130524696,0.305317187,0.583632476,3.969851451
 03/18  23:00:00,1.505215302,0.189602601,0.189602601,0.189602601,0.449311515,0.097893531,0.246236542,0.505059113,3.372523806
 03/18  24:00:00,1.20531244,0.20295573,0.20295573,0.20295573,0.314518061,0.068525472,0.163314206,0.438886971,2.79942434
 03/19  01:00:00,0.896095497,0.216542259,0.216542259,0.216542259,0.159755196,0.034806587,0.104853079,0.363026376,2.208163512
 03/19  02:00:00,0.783404146,0.22870337,0.22870337,0.22870337,0.094854635,0.020666408,0.087816067,0.334251667,2.007103033
 03/19  03:00:00,0.735469636,0.234745318,0.234745318,0.234745318,0.064900553,0.014140175,0.074195304,0.330376285,1.923317907
 03/19  04:00:00,0.728059591,0.240703527,0.240703527,0.240703527,0.064900553,0.014140175,0.065477509,0.325725827,1.920414236
 03/19  05:00:00,0.736322577,0.250125045,0.250125045,0.250125045,0.064900553,0.014140175,0.076623313,0.313421491,1.955783244
 03/19  06:00:00,0.797031791,0.254680865,0.254680865,0.254680865,0.069892901,0.015227882,0.090364948,0.349753194,2.086313311
 03/19  07:00:00,0.981001788,0.276949796,0.276949796,0.276949796,0.109831713,0.023929532,0.149073327,0.404105421,2.498791169
 03/19  08:00:00,1.193428198,0.259469788,0.259469788,0.259469788,0.194701684,0.042420536,0.235331903,0.429392286,2.873683971
 03/19  09:00:00,1.132589267,0.256313648,0.256313648,0.256313648,0.154762864,0.033718885,0.307655494,0.363026376,2.76069383
 03/19  10:00:00,1.061461946,0.256636616,0.256636616,0.256636616,0.079877598,0.017403293,0.381467636,0.308964802,2.619085123
 03/19  11:00:00,1.096413255,0.281471923,0.281471923,0.281471923,0.064900553,0.014140175,0.402557461,0.316231142,2.738658355
 03/19  12:00:00,1.074727006,0.242901971,0.242901971,0.242901971,0.064900553,0.014140175,0.41934428,0.316328027,2.618145954
 03/19  13:00:00,1.021311094,0.209151186,0.209151186,0.209151186,0.064900553,0.014140175,0.405007803,0.310999377,2.44381256
 03/19  14:00:00,0.988236645,0.201999264,0.201999264,0.201999264,0.064900553,0.014140175,0.368331092,0.321753561,2.363359818
 03/19  15:00:00,0.96216981,0.187356831,0.187356831,0.187356831,0.064900553,0.014140175,0.33878928,0.33987097,2.281941281
 03/19  16:00:00,0.996500131,0.184149926,0.184149926,0.184149926,0.07488525,0.016315588,0.345273911,0.358763456,2.344188114
 03/19  17:00:00,1.152102323,0.180208338,0.180208338,0.180208338,0.114824045,0.025017234,0.390586416,0.42435429,2.647509322
 03/19  18:00:00,1.49536096,0.208726451,0.208726451,0.208726451,0.229648089,0.050034467,0.474317309,0.515522643,3.391062821
 03/19  19:00:00,1.754831198,0.175105036,0.175105036,0.175105036,0.444319183,0.096805829,0.431787155,0.559701994,3.812760467
 03/19  20:00:00,1.931056047,0.171018999,0.171018999,0.171018999,0.663982526,0.144664875,0.356555129,0.577722519,4.187038093
 03/19  21:00:00,1.975573515,0.170595468,0.170595468,0.170595468,0.713906009,0.15554193,0.320834258,0.59758385,4.275225966
 03/19  22:00:00,1.813879429,0.178211105,0.178211105,0.178211105,0.599081964,0.130524696,0.305317187,0.583632476,3.967069067
 03/19  23:00:00,1.507527655,0.191914954,0.191914954,0.191914954,0.449311515,0.097893531,0.246236542,0.505059113,3.381773218
 03/19  24:00:00,1.206357634,0.204000924,0.204000924,0.204000924,0.314518061,0.068525472,0.163314206,0.438886971,2.803605116
 03/20  01:00:00,0.891092772,0.218113217,0.218113217,0.218113217,0.159755196,0.034806587,0.098279396,0.363026376,2.201299978
 03/20  02:00:00,0.781318463,0.230564711,0.230564711,0.230564711,0.094854635,0.020666408,0.083869043,0.334251667,2.006654349
 03/20  03:00:00,0.734683418,0.236570339,0.236570339,0.236570339,0.064900553,0.014140175,0.071584066,0.330376285,1.925395514
 03/20  04:00:00,0.729635235,0.243644575,0.243644575,0.243644575,0.064900553,0.014140175,0.064112105,0.325725827,1.92944762
 03/20  05:00:00,0.732378237,0.248851861,0.248851861,0.248851861,0.064900553,0.014140175,0.073952157,0.313421491,1.945348196
 03/20  06:00:00,0.789271321,0.251017088,0.251017088,0.251017088,0.069892901,0.015227882,0.086268255,0.349753194,2.063464817
 03/20  07:00:00,0.959366081,0.265939601,0.265939601,0.265939601,0.109831713,0.023929532,0.138447814,0.404105421,2.433499364
 03/20  08:00:00,1.165704231,0.252907182,0.252907182,0.252907182,0.194701684,0.042420536,0.214170541,0.429392286,2.805110824
 03/20  09:00:00,1.09518392,0.251345602,0.251345602,0.251345602,0.154762864,0.033718885,0.275218193,0.363026376,2.675947044
 03/20  10:00:00,1.008513299,0.248719027,0.248719027,0.248719027,0.079877598,0.017403293,0.336436578,0.308964802,2.497352651
 03/20  11:00:00,1.038783602,0.274758499,0.274758499,0.274758499,0.064900553,0.014140175,0.351641232,0.316231142,2.609972201
 03/20  12:00:00,0.990481192,0.211144916,0.211144916,0.211144916,0.064900553,0.014140175,0.366855521,0.316328027,2.386140216
 03/20  13:00:00,0.940684031,0.176334629,0.176334629,0.176334629,0.064900553,0.014140175,0.357197296,0.310999377,2.216925319
 03/20  14:00:00,0.897991271,0.155341922,0.155341922,0.155341922,0.064900553,0.014140175,0.324743059,0.321753561,2.089554385
 03/20  15:00:00,0.8733423,0.137654894,0.137654894,0.137654894,0.064900553,0.014140175,0.299663708,0.33987097,2.004882388
 03/20  16:00:00,0.903898458,0.128607227,0.128607227,0.128607227,0.07488525,0.016315588,0.308214938,0.358763456,2.047899371
 03/20  17:00:00,1.072493568,0.136517502,0.136517502,0.136517502,0.114824045,0.025017234,0.354668497,0.42435429,2.40091014
 03/20  18:00:00,1.419435118,0.168152539,0.168152539,0.168152539,0.229648089,0.050034467,0.438965379,0.515522643,3.158063313
 03/20  19:00:00,1.689812605,0.144396758,0.144396758,0.144396758,0.444319183,0.096805829,0.397476839,0.559701994,3.621306724
 03/20  20:00:00,1.872844231,0.147051937,0.147051937,0.147051937,0.663982526,0.144664875,0.322310374,0.577722519,4.022680336
 03/20  21:00:00,1.925105543,0.154982867,0.154982867,0.154982867,0.713906009,0.15554193,0.285978888,0.59758385,4.143064821
 03/20  22:00:00,1.766352715,0.166291249,0.166291249,0.166291249,0.599081964,0.130524696,0.26971033,0.583632476,3.848175928
 03/20  23:00:00,1.468990972,0.181671482,0.181671482,0.181671482,0.449311515,0.097893531,0.21794333,0.505059113,3.284212907
 03/20  24:00:00,1.183373482,0.196551617,0.196551617,0.196551617,0.314518061,0.068525472,0.147779361,0.438886971,2.742738198
 03/21  01:00:00,0.884604897,0.211625342,0.211625342,0.211625342,0.159755196,0.034806587,0.098279396,0.363026376,2.175348478
 03/21  02:00:00,0.77697992,0.226226168,0.226226168,0.226226168,0.094854635,0.020666408,0.083869043,0.334251667,1.989300177
 03/21  03:00:00,0.733886467,0.235773388,0.235773388,0.235773388,0.064900553,0.014140175,0.071584066,0.330376285,1.92220771
 03/21  04:00:00,0.729338369,0.243347709,0.243347709,0.243347709,0.064900553,0.014140175,0.064112105,0.325725827,1.928260156
 03/21  05:00:00,0.731876839,0.248350463,0.248350463,0.248350463,0.064900553,0.014140175,0.073952157,0.313421491,1.943342604
 03/21  06:00:00,0.793793462,0.255539229,0.255539229,0.255539229,0.069892901,0.015227882,0.086268255,0.349753194,2.081553381
 03/21  07:00:00,0.964269542,0.270843061,0.270843061,0.270843061,0.109831713,0.023929532,0.138447814,0.404105421,2.453113205
 03/21  08:00:00,1.168575956,0.255778908,0.255778908,0.255778908,0.194701684,0.042420536,0.214170541,0.429392286,2.816597727
 03/21  09:00:00,1.094867096,0.251028778,0.251028778,0.251028778,0.154762864,0.033718885,0.275218193,0.363026376,2.674679748
 03/21  10:00:00,0.991333138,0.231538866,0.231538866,0.231538866,0.079877598,0.017403293,0.336436578,0.308964802,2.428632007
 03/21  11:00:00,1.0067864,0.242761298,0.242761298,0.242761298,0.064900553,0.014140175,0.351641232,0.316231142,2.481983396
 03/21  12:00:00,0.967184047,0.187847771,0.187847771,0.187847771,0.064900553,0.014140175,0.366855521,0.316328027,2.292951636
 03/21  13:00:00,0.918250296,0.153900894,0.153900894,0.153900894,0.064900553,0.014140175,0.357197296,0.310999377,2.127190379
 03/21  14:00:00,0.874308238,0.131658889,0.131658889,0.131658889,0.064900553,0.014140175,0.324743059,0.321753561,1.994822253
 03/21  15:00:00,0.855648924,0.119961517,0.119961517,0.119961517,0.064900553,0.014140175,0.299663708,0.33987097,1.934108881
 03/21  16:00:00,0.891800262,0.11650903,0.11650903,0.11650903,0.07488525,0.016315588,0.308214938,0.358763456,1.999506584
 03/21  17:00:00,1.060318363,0.124342297,0.124342297,0.124342297,0.114824045,0.025017234,0.354668497,0.42435429,2.35220932
 03/21  18:00:00,1.417116792,0.165834213,0.165834213,0.165834213,0.229648089,0.050034467,0.438965379,0.515522643,3.148790009
 03/21  19:00:00,1.694067489,0.148651642,0.148651642,0.148651642,0.444319183,0.096805829,0.397476839,0.559701994,3.63832626
 03/21  20:00:00,1.880030071,0.154237777,0.154237777,0.154237777,0.663982526,0.144664875,0.322310374,0.577722519,4.051423696
 03/21  21:00:00,1.93123602,0.161113343,0.161113343,0.161113343,0.713906009,0.15554193,0.285978888,0.59758385,4.167586726
 03/21  22:00:00,1.774678049,0.174616583,0.174616583,0.174616583,0.599081964,0.130524696,0.26971033,0.583632476,3.881477264
 03/21  23:00:00,1.481720976,0.194401487,0.194401487,0.194401487,0.449311515,0.097893531,0.21794333,0.505059113,3.335132926
 03/21  24:00:00,1.192857061,0.206035196,0.206035196,0.206035196,0.314518061,0.068525472,0.147779361,0.438886971,2.780672514
 03/22  01:00:00,0.892800418,0.219820864,0.219820864,0.219820864,0.159755196,0.034806587,0.098279396,0.363026376,2.208130565
 03/22  02:00:00,0.78337466,0.232620907,0.232620907,0.232620907,0.094854635,0.020666408,0.083869043,0.334251667,2.014879134
 03/22  03:00:00,0.746161195,0.248048116,0.248048116,0.248048116,0.064900553,0.014140175,0.071584066,0.330376285,1.971306622
 03/22  04:00:00,0.743461357,0.257470697,0.257470697,0.257470697,0.064900553,0.014140175,0.064112105,0.325725827,1.984752108
 03/22  05:00:00,0.74935705,0.265830674,0.265830674,0.265830674,0.064900553,0.014140175,0.073952157,0.313421491,2.013263448
 03/22  06:00:00,0.81025991,0.272005677,0.272005677,0.272005677,0.069892901,0.015227882,0.086268255,0.349753194,2.147419173
 03/22  07:00:00,0.983441581,0.2900151,0.2900151,0.2900151,0.109831713,0.023929532,0.138447814,0.404105421,2.529801361
 03/22  08:00:00,1.205049859,0.292252811,0.292252811,0.292252811,0.194701684,0.042420536,0.214170541,0.429392286,2.962493339
 03/22  09:00:00,1.110024013,0.266185695,0.266185695,0.266185695,0.154762864,0.033718885,0.275218193,0.363026376,2.735307416
 03/22  10:00:00,1.003285746,0.243491475,0.243491475,0.243491475,0.079877598,0.017403293,0.336436578,0.308964802,2.476442442
 03/22  11:00:00,1.016734207,0.252709104,0.252709104,0.252709104,0.064900553,0.014140175,0.351641232,0.316231142,2.521774621
 03/22  12:00:00,0.980349451,0.201013175,0.201013175,0.201013175,0.064900553,0.014140175,0.366855521,0.316328027,2.345613252
 03/22  13:00:00,0.932484976,0.168135575,0.168135575,0.168135575,0.064900553,0.014140175,0.357197296,0.310999377,2.184129102
 03/22  14:00:00,0.89650539,0.153856041,0.153856041,0.153856041,0.064900553,0.014140175,0.324743059,0.321753561,2.083610861
 03/22  15:00:00,0.88037311,0.144685704,0.144685704,0.144685704,0.064900553,0.014140175,0.299663708,0.33987097,2.033005628
 03/22  16:00:00,0.914852447,0.139561215,0.139561215,0.139561215,0.07488525,0.016315588,0.308214938,0.358763456,2.091715324
 03/22  17:00:00,1.083711209,0.147735143,0.147735143,0.147735143,0.114824045,0.025017234,0.354668497,0.42435429,2.445780704
 03/22  18:00:00,1.436312201,0.185029623,0.185029623,0.185029623,0.229648089,0.050034467,0.438965379,0.515522643,3.225571648
 03/22  19:00:00,1.709437934,0.164022088,0.164022088,0.164022088,0.444319183,0.096805829,0.397476839,0.559701994,3.699808043
 03/22  20:00:00,1.893398691,0.167606397,0.167606397,0.167606397,0.663982526,0.144664875,0.322310374,0.577722519,4.104898176
 03/22  21:00:00,1.943178273,0.173055596,0.173055596,0.173055596,0.713906009,0.15554193,0.285978888,0.59758385,4.215355738
 03/22  22:00:00,1.78909908,0.189037614,0.189037614,0.189037614,0.599081964,0.130524696,0.26971033,0.583632476,3.939161388
 03/22  23:00:00,1.4978091,0.210489611,0.210489611,0.210489611,0.449311515,0.097893531,0.21794333,0.505059113,3.399485422
 03/22  24:00:00,1.217506747,0.230684882,0.230684882,0.230684882,0.314518061,0.068525472,0.147779361,0.438886971,2.879271258
 03/23  01:00:00,0.923421831,0.250442277,0.250442277,0.250442277,0.159755196,0.034806587,0.098279396,0.363026376,2.330616217
 03/23  02:00:00,0.815475492,0.264721739,0.264721739,0.264721739,0.094854635,0.020666408,0.083869043,0.334251667,2.143282462
 03/23  03:00:00,0.774369864,0.276256785,0.276256785,0.276256785,0.064900553,0.014140175,0.071584066,0.330376285,2.084141298
 03/23  04:00:00,0.770485537,0.284494876,0.284494876,0.284494876,0.064900553,0.014140175,0.064112105,0.325725827,2.092848825
 03/23  05:00:00,0.774777351,0.291250974,0.291250974,0.291250974,0.064900553,0.014140175,0.073952157,0.313421491,2.114944649
 03/23  06:00:00,0.837437554,0.299183321,0.299183321,0.299183321,0.069892901,0.015227882,0.086268255,0.349753194,2.256129749
 03/23  07:00:00,1.010008056,0.316581575,0.316581575,0.316581575,0.109831713,0.023929532,0.138447814,0.404105421,2.636067261
 03/23  08:00:00,1.208682283,0.295885234,0.295885234,0.295885234,0.194701684,0.042420536,0.214170541,0.429392286,2.977023032
 03/23  09:00:00,1.132725854,0.288887536,0.288887536,0.288887536,0.154762864,0.033718885,0.275218193,0.363026376,2.82611478
 03/23  10:00:00,1.02574688,0.265952609,0.265952609,0.265952609,0.079877598,0.017403293,0.336436578,0.308964802,2.566286978
 03/23  11:00:00,1.043638646,0.279613543,0.279613543,0.279613543,0.064900553,0.014140175,0.351641232,0.316231142,2.629392377
 03/23  12:00:00,0.996418244,0.217081968,0.217081968,0.217081968,0.064900553,0.014140175,0.366855521,0.316328027,2.409888424
 03/23  13:00:00,0.949733154,0.185383752,0.185383752,0.185383752,0.064900553,0.014140175,0.357197296,0.310999377,2.253121811
 03/23  14:00:00,0.91396853,0.171319181,0.171319181,0.171319181,0.064900553,0.014140175,0.324743059,0.321753561,2.153463421
 03/23  15:00:00,0.89388794,0.158200533,0.158200533,0.158200533,0.064900553,0.014140175,0.299663708,0.33987097,2.087064945
 03/23  16:00:00,0.932605888,0.157314656,0.157314656,0.157314656,0.07488525,0.016315588,0.308214938,0.358763456,2.162729088
 03/23  17:00:00,1.101712148,0.165736082,0.165736082,0.165736082,0.114824045,0.025017234,0.354668497,0.42435429,2.51778446
 03/23  18:00:00,1.455712736,0.204430157,0.204430157,0.204430157,0.229648089,0.050034467,0.438965379,0.515522643,3.303173785
