Date/Time,Electricity:Facility [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Total:Electricity(kW)
 08/22  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/22  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/22  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/22  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/22  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/22  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/22  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/22  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/22  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/22  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/22  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/22  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/22  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/22  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/22  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/22  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/22  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/22  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/23  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/23  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/23  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/23  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/23  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/23  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/23  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/23  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/23  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/23  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/23  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/23  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/23  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/23  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/23  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/23  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/23  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/23  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/23  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/23  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/23  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/23  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/23  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/23  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/24  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/24  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/24  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/24  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/24  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/24  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/24  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/24  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/24  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/24  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/24  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/24  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/24  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/24  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/24  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/24  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/24  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/24  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/24  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/24  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/24  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/24  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/24  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/24  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/25  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/25  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/25  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/25  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/25  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/25  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/25  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/25  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/25  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/25  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/25  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/25  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/25  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/25  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/25  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/25  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/25  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/25  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/25  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/25  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/25  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/25  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/25  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/25  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/26  01:00:00,0.511517515,0,0,0,0.094332179,0.020552578,0.087504247,0.292016511,1.00592303
 08/26  02:00:00,0.458192644,0,0,0,0.064145894,0.013975756,0.074328183,0.288630812,0.899273289
 08/26  03:00:00,0.445394505,0,0,0,0.064145894,0.013975756,0.065592882,0.284567974,0.873677011
 08/26  04:00:00,0.445324019,0,0,0,0.064145894,0.013975756,0.076271989,0.27381838,0.873536038
 08/26  05:00:00,0.494945399,0,0,0,0.067919183,0.014797859,0.089557052,0.305559305,0.972778798
 08/26  06:00:00,0.649879352,0,0,0,0.109425368,0.023841,0.146457255,0.353043729,1.282646704
 08/26  07:00:00,0.872072245,0,0,0,0.192437656,0.041927262,0.230459914,0.375135413,1.71203249
 08/26  08:00:00,0.820423098,0,0,0,0.150931554,0.032884122,0.302340099,0.317155323,1.623734196
 08/26  09:00:00,0.754830227,0,0,0,0.07546576,0.016442065,0.375885576,0.269924827,1.492548455
 08/26  10:00:00,0.764596741,0,0,0,0.060372605,0.013153652,0.397685472,0.276273012,1.512081482
 08/26  11:00:00,0.780553763,0,0,0,0.060372605,0.013153652,0.413557851,0.276357654,1.543995525
 08/26  12:00:00,0.760678183,0,0,0,0.060372605,0.013153652,0.398337607,0.271702319,1.504244366
 08/26  13:00:00,0.734769092,0,0,0,0.060372605,0.013153652,0.363033203,0.281097632,1.452426184
 08/26  14:00:00,0.721320949,0,0,0,0.060372605,0.013153652,0.333756918,0.296925774,1.425529898
 08/26  15:00:00,0.742673028,0,0,0,0.060372605,0.013153652,0.338603716,0.313431055,1.468234056
 08/26  16:00:00,0.845345704,0,0,0,0.064145894,0.013975756,0.37937805,0.370734005,1.673579409
 08/26  17:00:00,1.024267637,0,0,0,0.083012338,0.018086272,0.455674461,0.450382566,2.031423274
 08/26  18:00:00,1.123585318,0,0,0,0.139611662,0.030417824,0.417464301,0.488979531,2.200058636
 08/26  19:00:00,1.202231578,0,0,0,0.27167673,0.059191438,0.349528381,0.50472303,2.387351157
 08/26  20:00:00,1.42140652,0,0,0,0.464114386,0.1011187,0.316986698,0.522074736,2.82570104
 08/26  21:00:00,1.555898598,0,0,0,0.596179454,0.129892313,0.302828611,0.50988622,3.094685196
 08/26  22:00:00,1.245516481,0,0,0,0.4452479,0.097008173,0.244907228,0.44124118,2.473920962
 08/26  23:00:00,0.939945599,0,0,0,0.309409618,0.067412473,0.162581134,0.383430375,1.862779199
 08/26  24:00:00,0.631828302,0,0,0,0.158478065,0.034528332,0.104554582,0.317155323,1.246544604
 08/27  01:00:00,0.511517515,0,0,0,0.094332179,0.020552578,0.087504247,0.292016511,1.00592303
 08/27  02:00:00,0.458192644,0,0,0,0.064145894,0.013975756,0.074328183,0.288630812,0.899273289
 08/27  03:00:00,0.445394505,0,0,0,0.064145894,0.013975756,0.065592882,0.284567974,0.873677011
 08/27  04:00:00,0.445324019,0,0,0,0.064145894,0.013975756,0.076271989,0.27381838,0.873536038
 08/27  05:00:00,0.494945399,0,0,0,0.067919183,0.014797859,0.089557052,0.305559305,0.972778798
 08/27  06:00:00,0.649879352,0,0,0,0.109425368,0.023841,0.146457255,0.353043729,1.282646704
 08/27  07:00:00,0.872072245,0,0,0,0.192437656,0.041927262,0.230459914,0.375135413,1.71203249
 08/27  08:00:00,0.820423098,0,0,0,0.150931554,0.032884122,0.302340099,0.317155323,1.623734196
 08/27  09:00:00,0.754830227,0,0,0,0.07546576,0.016442065,0.375885576,0.269924827,1.492548455
 08/27  10:00:00,0.764596741,0,0,0,0.060372605,0.013153652,0.397685472,0.276273012,1.512081482
 08/27  11:00:00,0.780553763,0,0,0,0.060372605,0.013153652,0.413557851,0.276357654,1.543995525
 08/27  12:00:00,0.760678183,0,0,0,0.060372605,0.013153652,0.398337607,0.271702319,1.504244366
 08/27  13:00:00,0.734769092,0,0,0,0.060372605,0.013153652,0.363033203,0.281097632,1.452426184
 08/27  14:00:00,0.721320949,0,0,0,0.060372605,0.013153652,0.333756918,0.296925774,1.425529898
 08/27  15:00:00,0.742673028,0,0,0,0.060372605,0.013153652,0.338603716,0.313431055,1.468234056
 08/27  16:00:00,0.845345704,0,0,0,0.064145894,0.013975756,0.37937805,0.370734005,1.673579409
 08/27  17:00:00,1.024267637,0,0,0,0.083012338,0.018086272,0.455674461,0.450382566,2.031423274
 08/27  18:00:00,1.123585318,0,0,0,0.139611662,0.030417824,0.417464301,0.488979531,2.200058636
 08/27  19:00:00,1.202231578,0,0,0,0.27167673,0.059191438,0.349528381,0.50472303,2.387351157
 08/27  20:00:00,1.42140652,0,0,0,0.464114386,0.1011187,0.316986698,0.522074736,2.82570104
 08/27  21:00:00,1.555898598,0,0,0,0.596179454,0.129892313,0.302828611,0.50988622,3.094685196
 08/27  22:00:00,1.245516481,0,0,0,0.4452479,0.097008173,0.244907228,0.44124118,2.473920962
 08/27  23:00:00,0.939945599,0,0,0,0.309409618,0.067412473,0.162581134,0.383430375,1.862779199
 08/27  24:00:00,0.631828302,0,0,0,0.158478065,0.034528332,0.104554582,0.317155323,1.246544604
 08/28  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/28  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/28  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/28  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/28  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/28  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/28  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/28  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/28  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/28  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/28  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/28  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/28  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/28  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/28  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/28  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/28  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/28  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/28  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/28  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/28  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/28  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/28  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/28  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/29  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/29  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/29  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/29  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/29  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/29  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/29  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/29  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/29  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/29  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/29  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/29  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/29  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/29  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/29  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/29  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/29  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/29  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/29  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/29  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/29  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/29  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/29  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/29  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/30  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/30  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/30  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/30  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/30  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/30  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/30  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/30  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/30  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/30  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/30  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/30  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/30  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/30  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/30  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/30  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/30  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/30  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/30  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/30  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/30  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/30  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/30  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/30  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 08/31  01:00:00,0.507570491,0,0,0,0.094332179,0.020552578,0.083557222,0.292016511,0.998028981
 08/31  02:00:00,0.455581406,0,0,0,0.064145894,0.013975756,0.071716944,0.288630812,0.894050812
 08/31  03:00:00,0.444029101,0,0,0,0.064145894,0.013975756,0.064227478,0.284567974,0.870946203
 08/31  04:00:00,0.442652864,0,0,0,0.064145894,0.013975756,0.073600834,0.27381838,0.868193728
 08/31  05:00:00,0.490848706,0,0,0,0.067919183,0.014797859,0.085460359,0.305559305,0.964585412
 08/31  06:00:00,0.63925384,0,0,0,0.109425368,0.023841,0.135831743,0.353043729,1.26139568
 08/31  07:00:00,0.850910883,0,0,0,0.192437656,0.041927262,0.209298552,0.375135413,1.669709766
 08/31  08:00:00,0.787985797,0,0,0,0.150931554,0.032884122,0.269902798,0.317155323,1.558859594
 08/31  09:00:00,0.709799169,0,0,0,0.07546576,0.016442065,0.330854517,0.269924827,1.402486338
 08/31  10:00:00,0.713680512,0,0,0,0.060372605,0.013153652,0.346769243,0.276273012,1.410249024
 08/31  11:00:00,0.728065003,0,0,0,0.060372605,0.013153652,0.361069092,0.276357654,1.439018006
 08/31  12:00:00,0.712867677,0,0,0,0.060372605,0.013153652,0.350527101,0.271702319,1.408623354
 08/31  13:00:00,0.69118106,0,0,0,0.060372605,0.013153652,0.31944517,0.281097632,1.365250119
 08/31  14:00:00,0.682195377,0,0,0,0.060372605,0.013153652,0.294631346,0.296925774,1.347278754
 08/31  15:00:00,0.705614055,0,0,0,0.060372605,0.013153652,0.301544743,0.313431055,1.39411611
 08/31  16:00:00,0.809427785,0,0,0,0.064145894,0.013975756,0.34346013,0.370734005,1.60174357
 08/31  17:00:00,0.988915706,0,0,0,0.083012338,0.018086272,0.420322531,0.450382566,1.960719413
 08/31  18:00:00,1.089275002,0,0,0,0.139611662,0.030417824,0.383153985,0.488979531,2.131438004
 08/31  19:00:00,1.167986824,0,0,0,0.27167673,0.059191438,0.315283627,0.50472303,2.318861649
 08/31  20:00:00,1.386551149,0,0,0,0.464114386,0.1011187,0.282131328,0.522074736,2.755990299
 08/31  21:00:00,1.52029174,0,0,0,0.596179454,0.129892313,0.267221753,0.50988622,3.02347148
 08/31  22:00:00,1.217223269,0,0,0,0.4452479,0.097008173,0.216614016,0.44124118,2.417334538
 08/31  23:00:00,0.924410754,0,0,0,0.309409618,0.067412473,0.147046288,0.383430375,1.831709508
 08/31  24:00:00,0.625254619,0,0,0,0.158478065,0.034528332,0.097980898,0.317155323,1.233397237
 09/01  01:00:00,0.620711836,0.110175398,0.110175398,0.110175398,0.095737041,0.020858662,0.083492376,0.293336359,1.444662468
 09/01  02:00:00,0.636526508,0.180064133,0.180064133,0.180064133,0.06382468,0.01390577,0.071684567,0.289935358,1.616069282
 09/01  03:00:00,0.6102859,0.165394194,0.165394194,0.165394194,0.06382468,0.01390577,0.064195101,0.285854156,1.534248189
 09/01  04:00:00,0.583702068,0.140267653,0.140267653,0.140267653,0.06382468,0.01390577,0.073535988,0.275055977,1.430827442
 09/01  05:00:00,0.615700029,0.123001906,0.123001906,0.123001906,0.068383583,0.01489904,0.085363135,0.306940364,1.460291869
 09/01  06:00:00,0.769907236,0.107090191,0.107090191,0.107090191,0.12764936,0.027811543,0.135604735,0.354639407,1.736882854
 09/01  07:00:00,1.016681179,0.104563566,0.104563566,0.104563566,0.241622011,0.05264328,0.208909382,0.37683094,2.21037749
 09/01  08:00:00,0.944025193,0.0945474,0.0945474,0.0945474,0.200591887,0.043703861,0.269481251,0.318588794,2.060033186
 09/01  09:00:00,0.831258933,0.090440799,0.090440799,0.090440799,0.100295943,0.021851931,0.330413434,0.271144826,1.826287464
 09/01  10:00:00,0.832644706,0.097243955,0.097243955,0.097243955,0.077501396,0.016885578,0.346380073,0.277521703,1.842665321
 09/01  11:00:00,0.811993733,0.062272955,0.062272955,0.062272955,0.077501396,0.016885578,0.360615076,0.277606728,1.731421376
 09/01  12:00:00,0.767514039,0.033076475,0.033076475,0.033076475,0.077501396,0.016885578,0.350008239,0.272930352,1.584069029
 09/01  13:00:00,0.727852829,0.014962102,0.014962102,0.014962102,0.077501396,0.016885578,0.319023623,0.28236813,1.468517862
 09/01  14:00:00,0.703996029,0,0,0,0.077501396,0.016885578,0.294229244,0.298267811,1.390880058
 09/01  15:00:00,0.727372547,0,0,0,0.077501396,0.016885578,0.301025881,0.314847692,1.437633094
 09/01  16:00:00,0.837629943,0,0,0,0.086619235,0.018872124,0.342616945,0.372409639,1.658147886
 09/01  17:00:00,1.043938555,0,0,0,0.12764936,0.027811543,0.418947459,0.452418194,2.070765111
 09/01  18:00:00,1.209098427,0,0,0,0.237063108,0.051650011,0.3820837,0.491189608,2.371084854
 09/01  19:00:00,1.366305154,0,0,0,0.433096009,0.094360586,0.314732295,0.507004264,2.715498308
 09/01  20:00:00,1.611762257,0,0,0,0.647364604,0.141044253,0.281807005,0.524434395,3.206412514
 09/01  21:00:00,1.52918466,0,0,0,0.601775576,0.131111547,0.266994745,0.512190791,3.041257319
 09/01  22:00:00,1.235663041,0.00917888,0.00917888,0.00917888,0.45133162,0.098333661,0.216471391,0.44323549,2.472571843
 09/01  23:00:00,0.954904962,0.022580386,0.022580386,0.022580386,0.314564538,0.06853558,0.146949065,0.385163393,1.937858696
